,name,latitude,longitude,capacity,rackType,organisation,isSheltered,qr
22740,570126-1,1.346339,103.852014,4,RACKS,HDB,Y,BIS-0087
22741,BUS STOP 78159,1.372797,103.960642,10,YELLOWBOX,,N,PSR-03C1
22742,822315-2,1.407993,103.896716,3,RACKS,HDB,Y,PGL-02ED
22743,560473-2,1.363058,103.85659,4,RACKS,HDB,Y,AMK-025C
22744,732684-1,1.441779,103.804488,3,RACKS,HDB,Y,WLS-04AF
22745,BUS STOP 47541,1.43789,103.803312,10,YELLOWBOX,,N,WLS-0227
22746,BUS STOP 26331,1.308055,103.631861,10,YELLOWBOX,,N,
22747,JURONG EAST STREET 21 BLOCK 201_YB,1.336462,103.743012,13,YELLOWBOX,,Y,JRE-0021
22748,271033-1,1.309827,103.784731,40,RACKS,HDB,Y,QST-019B
22749,120611-2,1.304141,103.769308,15,RACKS,HDB,Y,CMT-012B
22750,823678-2,1.406241,103.909261,12,RACKS,HDB,Y,PGL-043C
22751,652438_4,1.35764,103.74054,4,RACKS,HDB,Y,BKB-02C4
22752,523662_1,1.369654,103.934098,10,RACKS,HDB,Y,TPN-07FA
22753,320113-1,1.325828,103.857191,2,RACKS,HDB,Y,NOV-0081
22754,522606-2,1.362284,103.937325,10,RACKS,HDB,Y,TPN-075B
22755,543271-2,1.385141,103.894602,3,RACKS,HDB,N,SKG-03A4
22756,JALAN MEMBINA BLOCK 21_A_YB,1.285146,103.825887,16,YELLOWBOX,,Y,BKM-028E
22757,530453-1,1.378582,103.895684,2,RACKS,HDB,Y,HOG-01FD
22758,TAMPINES STREET 42 BLOCK 453_YB,1.357062,103.953929,10,YELLOWBOX,,Y,TPN-0295
22759,WOODLANDS STREET 13 BLOCK 162_1,1.432962,103.773749,7,RACKS,HDB,Y,WLS-025D
22760,CLEMENTI MRT B,1.315503,103.765329,24,RACKS,MRT,N,CMT-0061
22761,160137-2,1.278085,103.827131,10,RACKS,HDB,Y,BKM-020F
22762,760935-1,1.425041,103.836198,5,RACKS,HDB,Y,YSH-04D0
22763,522487-2,1.360738,103.957838,8,RACKS,HDB,Y,TPN-050A
22764,CANBERRA STREET BLOCK 104B_YB,1.45018,103.831332,16,YELLOWBOX,,Y,SBW-007D
22765,BUS STOP 22189,1.333456,103.69667,10,YELLOWBOX,,N,JRW-0564
22766,761510-3,1.414676,103.840664,20,RACKS,HDB,Y,YSH-0507
22767,KIAN TECK DRIVE,1.330745,103.690239,16,YELLOWBOX,,N,JRW-00A8
22768,102111-1,1.28104,103.808562,5,RACKS,HDB,Y,BKM-0168
22769,520368-1,1.358988,103.960935,10,RACKS,HDB,Y,TPN-021E
22770,SENJA ROAD BLOCK 630_YB,1.386728,103.759777,10,YELLOWBOX,,Y,BPJ-0246
22771,400844-3,1.317585,103.901751,4,RACKS,HDB,Y,GYL-00C8
22772,670603_YB,1.381498,103.761984,10,YELLOWBOX,,Y,BPJ-02E9
22773,763316-2,1.43282,103.843295,6,RACKS,HDB,Y,YSH-056F
22774,824619-3,1.402274,103.911122,8,RACKS,HDB,Y,PGL-04A9
22775,CHOA CHU KANG DRIVE BLOCK 687D_YB,1.403761,103.751717,10,YELLOWBOX,,Y,CCK-007C
22776,750309-2,1.446948,103.821489,5,RACKS,HDB,Y,SBW-009B
22777,HOUGANG AVENUE 5 BLOCK 306_YB,1.36717,103.895302,13,YELLOWBOX,,Y,HOG-0171
22778,640401-3,1.353478,103.721135,8,RACKS,HDB,Y,JRW-0187
22779,640847-2,1.345381,103.691846,16,RACKS,HDB,Y,JRW-0340
22780,HAIG ROAD BLOCK 7_YB,1.313757,103.897019,10,YELLOWBOX,,Y,GYL-0040
22781,520838-1,1.350953,103.935107,7,RACKS,HDB,Y,TPN-035C
22782,YEW TEE MRT YB_3,1.39836,103.747791,14,YELLOWBOX,,N,CCK-0004
22783,320106-1,1.328811,103.844984,7,RACKS,HDB,Y,NOV-007A
22784,763677-1,1.422252,103.842045,36,RACKS,HDB,Y,YSH-05A7
22785,510272-2,1.364722,103.964819,18,RACKS,HDB,Y,PSR-0185
22786,642271-1,1.350456,103.704338,9,RACKS,HDB,Y,JRW-041E
22787,680213-1,1.382291,103.746897,4,RACKS,HDB,Y,CCK-0177
22788,TAMPINES STREET 21 BLOCK 248_YB,1.351993,103.947243,16,YELLOWBOX,,Y,TPN-05F0
22789,HANDY ROAD,1.299958,103.846216,11,YELLOWBOX,,N,MUS-0006
22790,510102-3,1.367234,103.958239,8,RACKS,HDB,Y,PSR-0064
22791,680548-1,1.393654,103.742038,5,RACKS,HDB,Y,CCK-020D
22792,542290-4,1.396982,103.897035,5,RACKS,HDB,Y,SKG-02CA
22793,821202-2,1.399656,103.904325,12,RACKS,HDB,Y,PGL-016D
22794,MARSILING RISE BLOCK 118_YB,1.438519,103.780117,10,YELLOWBOX,,Y,WLS-0087
22795,SEMBAWANG CLOSE BLOCK 327_YB,1.445343,103.818744,19,YELLOWBOX,,N,SBW-0103
22796,JURONG EAST STREET 21 BLOCK 233_YB,1.340395,103.740717,9,YELLOWBOX,,Y,JRE-013C
22797,BUKIT BATOK EAST AVENUE 3 BLOCK 287_YB,1.347156,103.758347,13,YELLOWBOX,,Y,BKB-003F
22798,750310-1,1.447062,103.822171,5,RACKS,HDB,Y,SBW-00EC
22799,BUS STOP 84501,1.33333,103.916055,10,YELLOWBOX,,N,BDK-05B8
22800,TAMPINES AVENUE 8 BLOCK 869A_YB,1.355068,103.932161,6,YELLOWBOX,,Y,TPN-04CF
22801,541309-2,1.391704,103.885982,8,RACKS,HDB,Y,SKG-0214
22802,BUS STOP 75129,1.355674,103.939266,10,YELLOWBOX,,N,TPN-06A4
22803,682692-3,1.400443,103.751621,10,RACKS,HDB,Y,CCK-0087
22804,BUS STOP 01619r,1.294207,103.855009,10,YELLOWBOX,,N,DTC-004D
22805,HILLVIEW MRT A3,1.362752,103.767848,38,RACKS,MRT,N,BPJ-0152
22806,640750-P1,1.347957,103.698705,6,RACKS,HDB,Y,JRW-05E7
22807,600034-1,1.320011,103.741635,5,RACKS,HDB,N,JRE-00A1
22808,WOODLANDS CRESCENT BLOCK 780F_YB,1.447764,103.801204,36,YELLOWBOX,,Y,WLS-0506
22809,671647-3,1.388709,103.763811,10,RACKS,HDB,Y,BPJ-02F0
22810,510440-4,1.368998,103.958707,13,RACKS,HDB,Y,PSR-01CD
22811,430004-1,1.312241,103.897483,8,RACKS,HDB,Y,GYL-02C8
22812,380111-2,1.320368,103.884051,6,RACKS,HDB,Y,GYL-01AA
22813,HOUGANG AVENUE 8 BLOCK 678_A_YB,1.370715,103.884391,10,YELLOWBOX,,N,HOG-0085
22814,640707-1,1.341608,103.694116,9,RACKS,HDB,Y,JRW-02B4
22815,680705-3,1.390609,103.746275,14,RACKS,HDB,Y,CCK-026B
22816,522499-2,1.358832,103.95617,8,RACKS,HDB,Y,
22817,544200-2,1.387072,103.893263,6,RACKS,HDB,Y,SKG-0439
22818,370053-3,1.324359,103.886799,6,RACKS,HDB,Y,GYL-0126
22819,081007-2,1.276844,103.843251,10,RACKS,HDB,Y,OUT-001A
22820,100064-1,1.274529,103.810449,6,RACKS,HDB,Y,BKM-0137
22821,161034-1,1.284832,103.831419,2,RACKS,HDB,Y,BKM-0244
22822,MARYMOUNT MRT YB_5,1.347779,103.840138,15,YELLOWBOX,,N,BIS-0006
22823,543180-1,1.389426,103.909761,6,RACKS,HDB,Y,SKG-035A
22824,760107-6,1.432963,103.82726,10,RACKS,HDB,Y,YSH-01B1
22825,461054-3,1.324845,103.942524,5,RACKS,HDB,Y,BDK-007D
22826,791472-7,1.397328,103.88115,9,RACKS,HDB,Y,SKG-0518
22827,730853-2,1.439439,103.792899,9,RACKS,HDB,N,WLS-045A
22828,650280-1,1.348174,103.757145,8,RACKS,HDB,N,BKB-00F0
22829,543274-1,1.382391,103.891283,3,RACKS,HDB,Y,SKG-03AA
22830,ALJUNIED ROAD BLOCK 126_YB,1.323545,103.882184,6,YELLOWBOX,,Y,GYL-01BD
22831,WOODLANDS DRIVE 75 BLOCK 690D_YB,1.442646,103.807911,11,YELLOWBOX,,Y,WLS-0212
22832,560612-1,1.378893,103.838472,15,RACKS,HDB,Y,AMK-02E3
22833,760145-2,1.430839,103.832028,10,RACKS,HDB,Y,YSH-01E8
22834,821174-1,1.39656,103.911107,6,RACKS,HDB,Y,PGL-0291
22835,CAPITASPRING-5,1.28453,103.849801,4,RACKS,LTA,N,DTC-0052
22836,543183-3,1.391176,103.90869,12,RACKS,HDB,Y,SKG-0435
22837,CHINESE GARDEN (JAPANESE GARDEN),1.335082,103.728918,20,YELLOWBOX,,N,
22838,630737-P1,1.346587,103.700946,12,RACKS,HDB,Y,JRW-05E2
22839,ANG MO KIO AVENUE 5 BLOCK 180_YB,1.376664,103.83809,16,YELLOWBOX,,Y,AMK-0128
22840,680702-1,1.391634,103.745393,14,RACKS,HDB,Y,CCK-0268
22841,CHAI CHEE STREET BLOCK 42_YB,1.328018,103.926318,6,YELLOWBOX,,Y,BDK-01D1
22842,310022-1,1.335344,103.856902,3,RACKS,HDB,Y,TPY-00B0
22843,730727-3,1.443834,103.799779,6,RACKS,HDB,Y,
22844,LORONG 4 TOA PAYOH BLOCK 74_YB,1.334805,103.851997,16,YELLOWBOX,,N,TPY-00FD
22845,792433-6,1.39397,103.87758,8,RACKS,HDB,Y,SKG-0567
22846,530534-2,1.377135,103.890603,5,RACKS,HDB,Y,HOG-0236
22847,540236-3,1.390759,103.899253,8,RACKS,HDB,Y,SKG-0148
22848,UBI AVENUE 1 BLOCK 341_YB,1.326753,103.90159,6,YELLOWBOX,,Y,GYL-005D
22849,460407-1,1.328474,103.933668,6,RACKS,HDB,Y,BDK-0331
22850,762510_4,1.41527,103.84156,12,RACKS,HDB,Y,YSH-06F7
22851,HOUGANG AVENUE 9 BLOCK 917_C_YB,1.37494,103.883564,10,YELLOWBOX,,N,HOG-0331
22852,CHAI CHEE ROAD BLOCK 62_YB,1.32581,103.921021,10,YELLOWBOX,,Y,BDK-004B
22853,824273-2,1.402606,103.901387,12,RACKS,HDB,Y,PGL-0484
22854,640190-1,1.344807,103.711683,22,RACKS,HDB,N,JRW-0163
22855,BUS STOP 47589,1.434972,103.791942,10,YELLOWBOX,,N,WLS-053E
22856,650346-1,1.362484,103.750374,10,RACKS,HDB,Y,BKB-0120
22857,CHOA CHU KANG CRESCENT BLOCK 684B_YB,1.403847,103.747268,10,YELLOWBOX,,Y,CCK-006F
22858,600322-1,1.348063,103.728912,5,RACKS,HDB,Y,JRE-01F7
22859,820133-4,1.39281,103.910715,11,RACKS,HDB,Y,PGL-00B6
22860,650348-1,1.36209,103.750254,3,RACKS,HDB,Y,BKB-0121
22861,TAMPINES STREET 33 BLOCK 322_YB,1.351106,103.957961,16,YELLOWBOX,,Y,TPN-060E
22862,BUS STOP 57029,1.403845,103.818524,10,YELLOWBOX,,N,YSH-071D
22863,BUS STOP 05521,1.276696,103.84058,10,YELLOWBOX,,N,BKM-02E7
22864,102093-1,1.275527,103.807684,15,RACKS,HDB,Y,BKM-0163
22865,531987-1,1.379861,103.878101,4,RACKS,HDB,Y,HOG-03A1
22866,680672-1,1.402162,103.747448,8,RACKS,HDB,Y,CCK-005B
22867,520701-6,1.356163,103.936849,15,RACKS,HDB,Y,TPN-02CD
22868,OUTSIDE DANCING CRAB,1.33674,103.79381,10,YELLOWBOX,,N,BKT-008E
22869,730026_3,1.441964,103.773124,14,RACKS,HDB,Y,WLS-064B
22870,570191-2,1.350296,103.851084,9,RACKS,HDB,Y,BIS-00DF
22871,LITTLE INDIA MRT F,1.307458,103.848539,40,RACKS,MRT,N,KLG-0075
22872,460208-7,1.32395,103.92733,39,RACKS,HDB,N,
22873,PENJURU TERMINAL,1.303448,103.730071,10,YELLOWBOX,,N,JRE-0061
22874,753365-2,1.443431,103.816859,18,RACKS,HDB,Y,SBW-020C
22875,730668-2,1.439152,103.798266,5,RACKS,HDB,Y,WLS-0394
22876,524523-2,1.359349,103.93879,18,RACKS,HDB,Y,TPN-04BC
22877,HOUGANG STREET 52 BLOCK 538_YB,1.37783,103.89066,10,YELLOWBOX,,Y,HOG-004D
22878,BUKIT PANJANG ROAD BLOCK 238_YB,1.379564,103.770483,16,YELLOWBOX,,Y,BPJ-0072
22879,730518-1,1.434292,103.791756,7,RACKS,HDB,Y,WLS-031D
22880,640484-1,1.348225,103.726303,3,RACKS,HDB,Y,JRW-0209
22881,JURONG EAST AVENUE 1 BLOCK 332_YB,1.351623,103.73032,10,YELLOWBOX,,Y,JRE-000A
22882,WOODLANDS STREET 11 BLOCK 172_A_YB,1.433935,103.777784,8,YELLOWBOX,,Y,WLS-005E
22883,JUNCTION OF GUL CIRCLE AND GUL WAY,1.319741,103.669017,10,YELLOWBOX,,N,PIO-0018
22884,BUS STOP 28241,1.331766,103.739587,10,YELLOWBOX,,N,JRE-0286
22885,732574-2,1.429727,103.797567,18,RACKS,HDB,Y,WLS-04A9
22886,670480-1,1.389582,103.772372,3,RACKS,HDB,Y,BPJ-00C5
22887,HOUGANG STREET 52 BLOCK 698C_YB,1.375375,103.888494,10,YELLOWBOX,,Y,HOG-0077
22888,530676-3,1.371581,103.884043,8,RACKS,HDB,Y,HOG-02E3
22889,BUS STOP 19091,1.307473,103.782094,10,YELLOWBOX,,N,QST-01DD
22890,600025-3,1.323082,103.737896,1,RACKS,HDB,Y,JRE-0086
22891,ANG MO KIO AVENUE 3 BLOCK 570_YB,1.369819,103.855844,11,YELLOWBOX,,Y,AMK-0007
22892,640710-1,1.342639,103.694955,8,RACKS,HDB,Y,JRW-02B9
22893,CHOA CHU KANG STREET 21 BLOCK 523_YB,1.391835,103.740839,17,YELLOWBOX,,N,CCK-01F1
22894,BUS STOP 64359,1.375278,103.889138,10,YELLOWBOX,,N,HOG-0433
22895,LORONG LIMAU BLOCK 77_YB,1.325444,103.854887,23,YELLOWBOX,,Y,NOV-000E
22896,640468-4,1.34834,103.720611,4,RACKS,HDB,Y,JRW-01ED
22897,730742-1,1.444184,103.796215,17,RACKS,HDB,Y,WLS-03D5
22898,400306-1,1.329765,103.901703,8,RACKS,HDB,N,GYL-0262
22899,140091-1,1.305784,103.799451,6,RACKS,HDB,N,QST-00D6
22900,600115-3,1.33976,103.735175,10,RACKS,HDB,Y,JRE-00FB
22901,510629-2,1.378849,103.940647,8,RACKS,HDB,Y,PSR-02EF
22902,570265-3,1.35836,103.842206,5,RACKS,HDB,Y,BIS-0156
22903,681687-2,1.4044,103.749991,7,RACKS,HDB,Y,CCK-0079
22904,530402-2,1.374455,103.896959,10,RACKS,HDB,Y,HOG-01AD
22905,AUTOBAY@KAKI BUKIT (NEAR AVENUE 6),1.341343,103.913211,21,YELLOWBOX,,N,BDK-05D1
22906,YISHUN STREET 20 BLOCK 299_YB,1.436129,103.834544,16,YELLOWBOX,,Y,YSH-0137
22907,BUS STOP 93041,1.311112,103.933093,10,YELLOWBOX,,N,BDK-05C4
22908,130004-1,1.303349,103.78336,5,RACKS,HDB,Y,QST-00A6
22909,330064-4,1.320696,103.867938,10,RACKS,HDB,Y,KLG-019E
22910,JURONG WEST STREET 81 BLOCK 832_YB,1.343968,103.694855,16,YELLOWBOX,,Y,JRW-006B
22911,JALAN MEMBINA BLOCK 26B_YB,1.283058,103.825752,16,YELLOWBOX,,Y,BKM-0053
22912,310220-2,1.342618,103.856459,9,RACKS,HDB,Y,TPY-01B9
22913,643180-1,1.348439,103.708703,10,RACKS,HDB,Y,JRW-0489
22914,792462_1,1.393006,103.871385,8,RACKS,HDB,Y,SKG-06A6
22915,380103-1,1.320536,103.883564,4,RACKS,HDB,Y,GYL-0087
22916,310080-3,1.335423,103.848281,8,RACKS,HDB,Y,TPY-0105
22917,120704-3,1.306352,103.760507,8,RACKS,HDB,Y,CMT-0136
22918,752593-1,1.451277,103.828476,4,RACKS,HDB,Y,SBW-01ED
22919,823637-3,1.399162,103.915015,11,RACKS,HDB,Y,PGL-0417
22920,JURONG WEST STREET 25 BLOCK 276D_YB,1.353748,103.704254,10,YELLOWBOX,,Y,JRW-0085
22921,440033-4,1.302679,103.912366,10,RACKS,HDB,Y,MRP-00AD
22922,680675-1,1.401425,103.745974,4,RACKS,HDB,Y,CCK-025B
22923,651433_2,1.36169,103.74254,6,RACKS,HDB,Y,BKB-02D1
22924,TELOK BLANGAH HEIGHTS BLOCK 70,1.27629,103.810294,23,YELLOWBOX,,N,BKM-02C1
22925,520703-1,1.356522,103.937742,8,RACKS,HDB,Y,TPN-02D2
22926,640559-1,1.354434,103.718438,5,RACKS,HDB,Y,JRW-0269
22927,WOODLANDS STREET 31 BLOCK 302_YB,1.431723,103.774754,16,YELLOWBOX,,N,WLS-0070
22928,823271-1,1.403886,103.900965,4,RACKS,HDB,Y,PGL-03D4
22929,520870-2,1.354194,103.933776,15,RACKS,HDB,Y,TPN-03A7
22930,680015-2,1.379092,103.754776,8,RACKS,HDB,Y,CCK-012A
22931,600411-5,1.319276,103.746704,10,RACKS,HDB,Y,JRE-0240
22932,100074-1,1.275445,103.808721,6,RACKS,HDB,Y,BKM-0140
22933,SERANGOON CENTRAL BLOCK 208_YB,1.354118,103.873551,10,YELLOWBOX,,Y,SRG-0060
22934,753132C-3,1.442716,103.830967,12,RACKS,HDB,Y,SBW-0271
22935,530513-3,1.372235,103.889771,16,RACKS,HDB,Y,HOG-0220
22936,691131_1,1.356685,103.733329,22,RACKS,HDB,Y,TEG-0042
22937,752109-1,1.447813,103.829728,14,RACKS,HDB,Y,SBW-029B
22938,754121-1,1.446898,103.833688,18,RACKS,HDB,Y,SBW-0089
22939,160143-1,1.277785,103.830123,2,RACKS,HDB,Y,BKM-021E
22940,BUS STOP 77331,1.378469,103.933481,33,YELLOWBOX,,N,PSR-001F
22941,520735-5,1.359592,103.933851,4,RACKS,HDB,Y,TPN-030F
22942,120510-1,1.310857,103.760688,9,RACKS,HDB,Y,CMT-00FD
22943,520347-1,1.35187,103.963105,6,RACKS,HDB,Y,TPN-0201
22944,LORONG 8 TOA PAYOH BLOCK 216_YB,1.342393,103.854072,16,YELLOWBOX,,Y,TPY-0058
22945,760783-P2,1.421811,103.832292,4,RACKS,HDB,Y,YSH-043E
22946,121464_2,1.311285,103.768423,4,RACKS,HDB,Y,CMT-01B9
22947,610347-2,1.340584,103.720339,6,RACKS,HDB,Y,JRW-00FC
22948,YISHUN CENTRAL BLOCK 204_YB,1.430859,103.83577,16,YELLOWBOX,,Y,YSH-0216
22949,541329-2,1.395985,103.889696,7,RACKS,HDB,Y,SKG-023B
22950,WOODLEIGH BI EXIT 1,1.3406,103.871175,144,RACKS,LTA,Y,TPY-0349
22951,320008-2,1.323405,103.86004,10,RACKS,HDB,Y,KLG-00FA
22952,731502-1,1.433357,103.791037,7,RACKS,HDB,Y,WLS-0482
22953,440035-4,1.303327,103.912789,10,RACKS,HDB,Y,MRP-0017
22954,460536-2,1.333245,103.922941,13,RACKS,HDB,Y,BDK-03E4
22955,821301-1,1.40422,103.906299,4,RACKS,HDB,Y,PGL-01BA
22956,GEYLANG BAHRU BLOCK 97_YB,1.323674,103.870071,13,YELLOWBOX,,Y,KLG-0025
22957,760122-3,1.435103,103.831514,10,RACKS,HDB,Y,YSH-01CA
22958,731785-2,1.446628,103.805081,24,RACKS,HDB,Y,WLS-0495
22959,341103-4,1.335992,103.871783,8,RACKS,HDB,Y,TPY-02EE
22960,600031-1,1.320303,103.738895,2,RACKS,HDB,Y,JRE-009A
22961,440007-4,1.304097,103.917225,8,RACKS,HDB,Y,MRP-007A
22962,SEGAR ROAD BLOCK 549B_YB,1.389887,103.76799,13,YELLOWBOX,,Y,BPJ-0268
22963,650512-1,1.353817,103.752666,5,RACKS,HDB,Y,BKB-0178
22964,650395-1,1.36633,103.75242,5,RACKS,HDB,Y,BKB-0143
22965,FARRER ROAD BLOCK 6_YB,1.317053,103.807766,10,YELLOWBOX,,Y,TGL-0026
22966,760403-1,1.42688,103.848377,6,RACKS,HDB,Y,YSH-031C
22967,310149-2,1.333757,103.843654,5,RACKS,HDB,Y,TPY-0153
22968,FERNVALE LANE BLOCK 403C_YB,1.388482,103.872915,10,YELLOWBOX,,Y,SKG-05B0
22969,820185-3,1.398001,103.910183,8,RACKS,HDB,Y,PGL-00D7
22970,640554-1,1.353241,103.717909,11,RACKS,HDB,Y,JRW-0265
22971,764505-1,1.418942,103.844221,6,RACKS,HDB,Y,YSH-05B9
22972,680406-1,1.380388,103.740082,7,RACKS,HDB,Y,CCK-01B2
22973,320005-2,1.323268,103.859628,10,RACKS,HDB,Y,KLG-00F3
22974,160147-1,1.27746,103.831079,3,RACKS,HDB,N,BKM-0226
22975,730171-1,1.433949,103.776501,9,RACKS,HDB,Y,WLS-05A6
22976,650318-1,1.360934,103.747325,9,RACKS,HDB,Y,BKB-0106
22977,390099-1,1.308492,103.888179,10,RACKS,HDB,N,GYL-0206
22978,540255-2,1.394318,103.899194,3,RACKS,HDB,Y,SKG-0162
22979,310007-1,1.337938,103.857371,8,RACKS,HDB,Y,
22980,PAYA LEBAR PARK CONNECTOR (NEAR BREADTALK),1.334428,103.889122,20,YELLOWBOX,,N,HOG-0045
22981,542319-2,1.39165,103.89016,3,RACKS,HDB,Y,SKG-030E
22982,314079-2,1.334758,103.849108,4,RACKS,HDB,Y,TPY-0253
22983,BUS STOP 64241,1.367073,103.896441,10,YELLOWBOX,,N,HOG-0457
22984,471613-3,1.332614,103.917562,5,RACKS,HDB,Y,BDK-0584
22985,511524-1,1.371234,103.947586,4,RACKS,HDB,Y,PSR-0365
22986,680641-2,1.398335,103.749616,14,RACKS,HDB,Y,CCK-004B
22987,AZALEA PARK CONDOMINIUM,1.361313,103.962569,16,YELLOWBOX,,N,PSR-0027
22988,544269-1,1.383483,103.896883,4,RACKS,HDB,Y,SKG-0459
22989,460042-5,1.321465,103.940657,12,RACKS,HDB,Y,BDK-01D2
22990,641653-1,1.33692,103.69667,40,RACKS,HDB,Y,JRW-03C7
22991,430006-2,1.313105,103.897226,5,RACKS,HDB,Y,GYL-02CE
22992,SEMBAWANG ROAD BLOCK 713_YB,1.427499,103.827198,10,YELLOWBOX,,Y,YSH-0101
22993,SIXTH AVENUE MRT A2,1.330676,103.797239,48,RACKS,MRT,N,
22994,821656_2,1.399926,103.920911,6,RACKS,HDB,Y,PGL-0549
22995,120458-2,1.311579,103.766768,6,RACKS,HDB,Y,CMT-00EB
22996,BUS STOP 63369,1.356803,103.874139,16,YELLOWBOX,,N,SRG-001B
22997,TANJONG KATONG MRT 2,1.299404,103.897222,28,RACKS,MRT,N,MRP-0137
22998,683801-2,1.375374,103.742766,8,RACKS,HDB,Y,CCK-02FD
22999,642683-3,1.343121,103.704817,3,RACKS,HDB,Y,JRW-0477
23000,BUS STOP 84671,1.317652,103.945096,33,YELLOWBOX,,N,BDK-002B
23001,640531-1,1.34886,103.715092,10,RACKS,HDB,Y,JRW-0243
23002,520726-2,1.356926,103.935819,6,RACKS,HDB,Y,
23003,683818-3,1.376699,103.748216,8,RACKS,HDB,Y,CCK-030A
23004,BUS STOP 63231,1.359002,103.887679,10,YELLOWBOX,,N,HOG-0450
23005,TAMPINES STREET 91 BLOCK 921_YB,1.348104,103.940498,16,YELLOWBOX,,Y,TPN-0404
23006,460034-5,1.322057,103.938283,6,RACKS,HDB,Y,BDK-01A2
23007,560445-1,1.366955,103.855842,12,RACKS,HDB,Y,AMK-0224
23008,440007-5,1.303994,103.917217,8,RACKS,HDB,Y,MRP-0076
23009,SERANGOON NORTH AVENUE 3 BLOCK 548_A_YB,1.372968,103.870905,9,YELLOWBOX,,Y,SRG-01A5
23010,310173-4,1.330041,103.84209,12,RACKS,HDB,Y,TPY-0178
23011,BISHAN STREET 13 BLOCK 183_YB,1.350542,103.852462,16,YELLOWBOX,,Y,BIS-0026
23012,510113-3,1.368107,103.955478,21,RACKS,HDB,Y,PSR-0080
23013,751351-1,1.450307,103.820191,9,RACKS,HDB,Y,SBW-017E
23014,160026-3,1.2882,103.828074,7,RACKS,HDB,N,BKM-01DE
23015,542334-2,1.398473,103.890201,6,RACKS,HDB,Y,SKG-033B
23016,YISHUN AVENUE 5 BLOCK 154_YB,1.431592,103.834136,10,YELLOWBOX,,N,YSH-01F4
23017,823659-2,1.401407,103.91915,8,RACKS,HDB,Y,PGL-0422
23018,400002-3,1.320588,103.90292,18,RACKS,HDB,Y,GYL-021B
23019,BUS STOP 82159,1.313292,103.900561,6,YELLOWBOX,,N,GYL-0013
23020,ANCHORVALE STREET BLOCK 330A,1.396668,103.889894,9,RACKS,HDB,Y,SKG-0009
23021,640486-3,1.348729,103.726623,5,RACKS,HDB,Y,JRW-020F
23022,733787-2,1.445148,103.800991,10,RACKS,HDB,Y,WLS-0103
23023,750402-2,1.453846,103.815818,8,RACKS,HDB,Y,SBW-004F
23024,310075-4,1.335707,103.853264,9,RACKS,HDB,N,TPY-0102
23025,320098-1,1.321362,103.853945,6,RACKS,HDB,Y,NOV-0075
23026,542305-2,1.389063,103.888463,5,RACKS,HDB,Y,SKG-02EE
23027,BUS STOP 53061,1.357316,103.828733,10,YELLOWBOX,,N,BIS-01E5
23028,642649-3,1.338022,103.697874,6,RACKS,HDB,Y,JRW-042C
23029,600261-5,1.344444,103.740308,2,RACKS,HDB,Y,JRE-0036
23030,730105-1,1.436878,103.781437,4,RACKS,HDB,Y,WLS-0284
23031,POTONG PASIR AVENUE 1 BLOCK 108_YB,1.334707,103.868003,13,YELLOWBOX,,Y,
23032,543296-2,1.397656,103.89968,10,RACKS,HDB,Y,SKG-03CA
23033,540156-1,1.390968,103.90759,12,RACKS,HDB,Y,SKG-012D
23034,KB-1 (YB 2),1.337297,103.904801,11,YELLOWBOX,,Y,BDK-05D0
23035,TAMPINES STREET 45 BLOCK 491H_YB,1.362914,103.954275,10,YELLOWBOX,,Y,TPN-0632
23036,141088-4,1.302236,103.797955,17,RACKS,HDB,N,QST-0099
23037,530133-3,1.351187,103.887187,5,RACKS,HDB,Y,HOG-012D
23038,120510-2,1.310721,103.760991,12,RACKS,HDB,Y,
23039,651441-1,1.356106,103.739053,6,RACKS,HDB,Y,BKB-01A4
23040,271004-1,1.308086,103.795952,10,RACKS,HDB,Y,QST-0183
23041,520715-2,1.35954,103.937126,10,RACKS,HDB,Y,TPN-02E9
23042,BUS STOP 77189,1.375794,103.941243,13,YELLOWBOX,,N,PSR-0031
23043,521150-2,1.350969,103.943512,8,RACKS,HDB,Y,TPN-0469
23044,460552-2,1.331957,103.927987,8,RACKS,HDB,Y,BDK-0401
23045,762504-1,1.417685,103.843789,26,RACKS,HDB,Y,YSH-00A6
23046,692132_3,1.357485,103.732144,4,RACKS,HDB,Y,TEG-004A
23047,652453-4,1.352059,103.742793,12,RACKS,HDB,Y,BKB-01EF
23048,JELAPANG ROAD BLOCK 531_YB,1.385575,103.764226,8,YELLOWBOX,,Y,BPJ-00E8
23049,550525-3,1.372179,103.872513,9,RACKS,HDB,Y,SRG-017C
23050,560444-2,1.366683,103.855372,15,RACKS,HDB,Y,AMK-0223
23051,750419-1,1.45213,103.81876,10,RACKS,HDB,Y,SBW-0131
23052,YISHUN RING ROAD BLOCK 391_YB,1.429733,103.849174,12,YELLOWBOX,,Y,YSH-001E
23053,793403-5,1.388512,103.872883,7,RACKS,HDB,Y,SKG-006A
23054,141089-2,1.301136,103.79872,8,RACKS,HDB,Y,QST-012B
23055,310163-3,1.33188,103.844365,14,RACKS,HDB,Y,TPY-0165
23056,190005-2,1.3044,103.864896,2,RACKS,HDB,Y,KLG-0081
23057,370051-1,1.324449,103.885783,6,RACKS,HDB,Y,GYL-0122
23058,730610-1,1.435359,103.796135,10,RACKS,HDB,Y,WLS-035F
