,name,latitude,longitude,capacity,rackType,organisation,isSheltered,qr
7022,BUS STOP 66339,1.371363,103.870155,10,YELLOWBOX,,N,SRG-01F9
7023,541287-2,1.397989,103.895683,5,RACKS,HDB,Y,SKG-01DC
7024,640755-2,1.348873,103.70089,10,RACKS,HDB,Y,JRW-02F6
7025,460007-1,1.32293,103.93552,7,RACKS,HDB,Y,BDK-0153
7026,521495-2,1.362673,103.950895,9,RACKS,HDB,Y,TPN-04AC
7027,161042-1,1.28438,103.831768,2,RACKS,HDB,Y,BKM-01EA
7028,642650-1,1.337931,103.696298,2,RACKS,HDB,Y,JRW-042F
7029,JURONG PARK CONNECTOR (NEAR ENTERPRISE ROAD),1.333278,103.706833,6,YELLOWBOX,,N,JRW-0021
7030,682801-1,1.375761,103.7429,8,RACKS,HDB,Y,CCK-02AF
7031,POOLE ROAD YB_1,1.307153,103.891469,10,YELLOWBOX,,N,MRP-012C
7032,560572-1,1.370344,103.855693,8,RACKS,HDB,Y,AMK-02B7
7033,CANBERRA STREET BLOCK 107A_YB,1.449762,103.833052,15,YELLOWBOX,,Y,SBW-0079
7034,680287-2,1.379161,103.741537,3,RACKS,HDB,Y,CCK-019F
7035,PUNGGOL FIELD BLOCK 108_YB,1.396548,103.909051,41,YELLOWBOX,,N,PGL-003C
7036,541331-3,1.396127,103.890326,10,RACKS,HDB,N,SKG-0241
7037,LORONG 7 TOA PAYOH BLOCK 9_YB,1.337543,103.85816,16,YELLOWBOX,,N,TPY-0021
7038,670501-2,1.383232,103.766613,14,RACKS,HDB,Y,
7039,541270-1,1.38588,103.893983,5,RACKS,HDB,Y,SKG-01C9
7040,730852-1,1.439416,103.792495,5,RACKS,HDB,Y,WLS-0457
7041,BUS STOP 24531,1.306233,103.656911,14,YELLOWBOX,,N,PIO-0022
7042,550143-1,1.367284,103.872702,4,RACKS,HDB,Y,SRG-00D3
7043,510423-4,1.369921,103.954664,10,RACKS,HDB,Y,PSR-01C0
7044,544122-1,1.387175,103.905885,3,RACKS,HDB,Y,SKG-0429
7045,160041-2,1.284752,103.831587,2,RACKS,HDB,Y,BKM-01E5
7046,822102-3,1.399054,103.905256,12,RACKS,HDB,Y,PGL-024F
7047,142062-2,1.294472,103.811376,8,RACKS,HDB,Y,QST-0065
7048,BUS STOP 17071,1.308887,103.760491,10,YELLOWBOX,,N,CMT-018A
7049,760841-2,1.416083,103.834251,2,RACKS,HDB,Y,YSH-048C
7050,BUS STOP 11529,1.289055,103.806147,6,YELLOWBOX,,N,BKM-0014
7051,SENJA ROAD BLOCK 636C_YB,1.387413,103.759133,9,YELLOWBOX,,Y,BPJ-0135
7052,YISHUN AVENUE 4 BLOCK 861_YB,1.417509,103.839442,16,YELLOWBOX,,Y,YSH-04AD
7053,ANG MO KIO AVENUE 5 BLOCK 642_YB,1.377935,103.84015,10,YELLOWBOX,,Y,AMK-00AE
7054,560524-1,1.373391,103.852929,6,RACKS,HDB,Y,AMK-027F
7055,792434-1,1.394652,103.876503,4,RACKS,HDB,Y,SKG-056B
7056,521519-1,1.35698,103.940508,3,RACKS,HDB,Y,TPN-04B9
7057,470720-2,1.336042,103.925133,8,RACKS,HDB,Y,BDK-051C
7058,410642-1,1.331477,103.90543,5,RACKS,HDB,Y,BDK-010F
7059,BOON LAY DRIVE BLOCK 188_YB,1.34373,103.71083,26,YELLOWBOX,,N,JRW-054C
7060,521159-3,1.351224,103.946234,9,RACKS,HDB,Y,TPN-0478
7061,WATER VENTURE (EAST COAST),1.311623,103.952764,10,RACKS,PA,N,BDK-05E1
7062,HOUGANG STREET 22 BLOCK 244_YB,1.358049,103.891865,16,YELLOWBOX,,Y,HOG-00B7
7063,EUNOS ROAD 5 BLOCK 412_YB,1.318394,103.899424,13,YELLOWBOX,,Y,GYL-0034
7064,521859-5,1.354906,103.938295,24,RACKS,HDB,Y,TPN-04C1
7065,730420-1,1.428095,103.774606,10,RACKS,HDB,Y,WLS-00B2
7066,520202-1,1.352942,103.952442,8,RACKS,HDB,Y,TPN-00E5
7067,BUS STOP 67519,1.385789,103.906505,10,YELLOWBOX,,N,SKG-0039
7068,464010-1,1.321595,103.937206,10,RACKS,HDB,Y,BDK-047B
7069,510450-1,1.371133,103.957813,4,RACKS,HDB,Y,PSR-01DC
7070,WOODLANDS STREET 81 BLOCK 870_YB,1.443404,103.788702,20,YELLOWBOX,,Y,WLS-0183
7071,322113-3,1.321404,103.860114,6,RACKS,HDB,Y,KLG-0145
7072,730707-1,1.44063,103.796489,5,RACKS,HDB,Y,WLS-015D
7073,540235-2,1.390853,103.899795,8,RACKS,HDB,Y,
7074,HOLLAND VILLAGE MRT A,1.311339,103.796158,80,RACKS,MRT,N,BKT-0044
7075,570293-1,1.356393,103.84582,6,RACKS,HDB,Y,BIS-0180
7076,440075-2,1.303263,103.907242,12,RACKS,HDB,Y,MRP-00FF
7077,440001-2,1.304878,103.918559,5,RACKS,HDB,Y,MRP-005C
7078,YISHUN RING ROAD BLOCK 774_YB,1.423614,103.831816,6,YELLOWBOX,,Y,YSH-0120
7079,680117-1,1.379612,103.751184,7,RACKS,HDB,Y,CCK-0141
7080,541335-1,1.398312,103.889025,6,RACKS,HDB,Y,SKG-024B
7081,610138-1,1.32808,103.723158,12,RACKS,HDB,Y,JRW-00B1
7082,730727-2,1.443889,103.800053,12,RACKS,HDB,Y,WLS-03BA
7083,CLEMENTI AVENUE 4 BLOCK 309_YB,1.320863,103.766416,16,YELLOWBOX,,Y,CMT-002F
7084,641986-1,1.337034,103.695055,4,RACKS,HDB,Y,JRW-002D
7085,STRATHMORE AVENUE BLOCK 81_YB,1.294642,103.809393,20,YELLOWBOX,,Y,QST-0122
7086,090014-2,1.277449,103.820615,6,RACKS,HDB,Y,BKM-00D8
7087,YISHUN RING ROAD BLOCK 392_YB,1.428583,103.84922,12,YELLOWBOX,,Y,YSH-0309
7088,643667-2,1.341495,103.702436,2,RACKS,HDB,Y,JRW-04B0
7089,560207-3,1.365751,103.843057,8,RACKS,HDB,Y,AMK-013D
7090,JALAN MEMBINA BLOCK 26_YB,1.282667,103.825565,14,YELLOWBOX,,Y,BKM-0051
7091,550525-2,1.372105,103.872908,8,RACKS,HDB,Y,SRG-017D
7092,BUS STOP 96111,1.333637,103.953356,10,YELLOWBOX,,N,TPN-0062
7093,542288-1,1.398564,103.897499,4,RACKS,HDB,Y,SKG-01E0
7094,310236-1,1.340312,103.851953,7,RACKS,HDB,Y,TPY-01CC
7095,BUS STOP 84461,1.338121,103.919405,23,YELLOWBOX,,N,BDK-0017
7096,BUS STOP 20231,1.322297,103.739537,10,YELLOWBOX,,N,JRE-02B1
7097,530023-1,1.364816,103.890722,1,RACKS,HDB,Y,HOG-0112
7098,540234-1,1.390638,103.900329,5,RACKS,HDB,Y,SKG-0145
7099,730873_3,1.443381,103.790043,8,RACKS,HDB,Y,WLS-05FA
7100,530015-1,1.362682,103.891457,7,RACKS,HDB,Y,HOG-00FF
7101,180008-1,1.302738,103.850715,10,RACKS,HDB,N,RCH-0042
7102,SEMBAWANG ROAD BLOCK 113_YB,1.434478,103.8287,10,YELLOWBOX,,N,YSH-0624
7103,330060-2,1.322833,103.869133,3,RACKS,HDB,Y,KLG-018A
7104,550520-2,1.372031,103.87375,5,RACKS,HDB,Y,SRG-0003
7105,760625-1,1.418077,103.836328,10,RACKS,HDB,Y,YSH-0392
7106,BUKIT PANJANG ROAD BLOCK 404_YB,1.38071,103.76772,16,YELLOWBOX,,Y,BPJ-008B
7107,CANTONMENT CLOSE BLOCK 16_B_YB,1.27381,103.840223,13,YELLOWBOX,,Y,BKM-007C
7108,JURONG WEST STREET 65 BLOCK 629A_YB,1.342718,103.699449,20,YELLOWBOX,,N,JRW-0542
7109,TELOK KURAU PARK 1,1.315579,103.914393,10,YELLOWBOX,,N,
7110,643988-1,1.335723,103.695781,4,RACKS,HDB,Y,JRW-04D7
7111,YISHUN STREET 71 BLOCK 724_YB,1.426398,103.830179,13,YELLOWBOX,,Y,YSH-00D6
7112,320085-2,1.322826,103.856683,7,RACKS,HDB,N,NOV-005E
7113,470141-1,1.335181,103.913201,9,RACKS,HDB,Y,BDK-066E
7114,670221-2,1.375646,103.773062,10,RACKS,HDB,Y,BPJ-028D
7115,BUS STOP 43171,1.348576,103.754567,10,YELLOWBOX,,N,BKB-0255
7116,380042-4,1.316891,103.87616,7,RACKS,HDB,Y,GYL-016F
7117,BUS STOP 64571,1.377827,103.892934,10,YELLOWBOX,,N,HOG-0437
7118,YISHUN STREET 61 BLOCK 640_YB,1.42105,103.838682,10,YELLOWBOX,,Y,YSH-00ED
7119,BUS STOP 14029,1.272457,103.824254,10,YELLOWBOX,,N,BKM-02DB
7120,WOODLANDS STREET 13 BLOCK 113_YB,1.438197,103.781344,10,YELLOWBOX,,Y,WLS-0085
7121,601225-1,1.342025,103.737112,5,RACKS,HDB,Y,JRE-024D
7122,162118-1,1.282019,103.825944,10,RACKS,HDB,Y,BKM-0282
7123,210665-1,1.306519,103.850836,1,RACKS,HDB,N,RCH-0030
7124,821327-2,1.41243,103.898999,8,RACKS,HDB,Y,PGL-01D4
7125,PETIR ROAD BLOCK 147_YB,1.37618,103.765738,11,YELLOWBOX,,Y,BPJ-017B
7126,760397-2,1.427916,103.846914,7,RACKS,HDB,Y,YSH-0312
7127,322117-5,1.328263,103.860919,7,RACKS,HDB,Y,NOV-00AE
7128,735780-1,1.448062,103.801559,8,RACKS,HDB,Y,WLS-010B
7129,822175-1,1.397674,103.908589,6,RACKS,HDB,Y,PGL-0293
7130,520289-1,1.349632,103.955057,4,RACKS,HDB,Y,TPN-01C0
7131,520123-1,1.345663,103.953623,6,RACKS,HDB,Y,TPN-00B0
7132,730509-2,1.432648,103.789258,5,RACKS,HDB,Y,WLS-00C3
7133,YISHUN AVENUE 5 BLOCK 703_YB,1.429579,103.828664,11,YELLOWBOX,,Y,YSH-00FA
7134,BUS STOP 44239,1.378368,103.769941,10,YELLOWBOX,,N,BPJ-02AB
7135,BUS STOP 42089,1.339984,103.779439,12,YELLOWBOX,,N,BKT-001D
7136,BUS STOP 23271,1.315361,103.691945,10,YELLOWBOX,,N,BLY-000F
7137,HOUGANG AVENUE 4 BLOCK 579_YB,1.379099,103.886204,10,YELLOWBOX,,Y,HOG-0069
7138,520253-5,1.35327,103.947931,16,RACKS,HDB,Y,TPN-016E
7139,550101-2,1.371162,103.869997,6,RACKS,HDB,Y,SRG-0078
7140,440015-1,1.304829,103.914199,5,RACKS,HDB,Y,MRP-0087
7141,762269B-P3,1.436718,103.841486,6,RACKS,HDB,Y,YSH-067D
7142,PASIR RIS STREET 13 BLOCK 149_YB,1.361575,103.961846,35,YELLOWBOX,,N,PSR-004C
7143,670523-1,1.387036,103.765424,5,RACKS,HDB,Y,BPJ-021E
7144,YISHUN RING ROAD BLOCK 727_YB,1.426165,103.830648,13,YELLOWBOX,,Y,YSH-0402
7145,672548-5,1.389474,103.768696,6,RACKS,HDB,Y,BPJ-02CD
7146,600301-2,1.344056,103.735479,12,RACKS,HDB,Y,JRE-01D1
7147,141150-1,1.295083,103.803344,6,RACKS,HDB,Y,QST-0056
7148,510429-3,1.369802,103.956716,12,RACKS,HDB,Y,PSR-01CC
7149,143061-1,1.293817,103.812125,3,RACKS,HDB,N,QST-0154
7150,560602-2,1.380931,103.835736,8,RACKS,HDB,Y,AMK-0094
7151,LAKESIDE MRT B1,1.344396,103.72081,104,RACKS,MRT,N,JRW-0098
7152,WOODLANDS STREET 41 BLOCK 420_YB,1.428091,103.77459,10,YELLOWBOX,,Y,WLS-02FC
7153,100055-1,1.273944,103.812234,5,RACKS,HDB,Y,BKM-0127
7154,PIPIT ROAD BLOCK 92_YB,1.323131,103.887266,10,YELLOWBOX,,Y,GYL-00BF
7155,TAN TOCK SENG MEDICAL CENTRE,1.320729,103.84582,12,YELLOWBOX,,Y,NOV-00D7
7156,460504-4,1.331909,103.932517,4,RACKS,HDB,Y,BDK-0386
7157,670515-1,1.387997,103.767166,6,RACKS,HDB,Y,BPJ-0216
7158,530969-3,1.378706,103.87921,5,RACKS,HDB,Y,HOG-0460
7159,BUS STOP 66471,1.378981,103.874481,10,YELLOWBOX,,N,SRG-0017
7160,310190-2,1.333104,103.848689,8,RACKS,HDB,N,TPY-02A8
7161,320101-1,1.327355,103.844401,9,RACKS,HDB,Y,NOV-0077
7162,570185-1,1.349764,103.85222,6,RACKS,HDB,Y,BIS-00D5
7163,090101-1,1.271542,103.825995,10,RACKS,HDB,Y,BKM-0102
7164,560346-2,1.367131,103.84955,4,RACKS,HDB,Y,AMK-01C1
7165,760357-2,1.426334,103.845832,10,RACKS,HDB,Y,YSH-0699
7166,730733-1,1.443659,103.798547,7,RACKS,HDB,Y,WLS-03C3
7167,BUS STOP 72179,1.342179,103.918746,10,YELLOWBOX,,N,BDK-063D
7168,610160-1,1.329131,103.721551,3,RACKS,HDB,Y,JRW-00C6
7169,460008-16,1.322758,103.93579,12,RACKS,HDB,Y,BDK-015B
7170,760660-3,1.421602,103.839651,10,RACKS,HDB,Y,YSH-03D0
7171,430001-1,1.31144,103.898113,3,RACKS,HDB,Y,GYL-02C3
7172,320022-1,1.326133,103.859632,4,RACKS,HDB,N,NOV-0037
7173,570197-1,1.348995,103.850932,6,RACKS,HDB,Y,BIS-00E7
7174,570221_4,1.358082,103.848668,10,RACKS,HDB,Y,BIS-0030
7175,BUS STOP 84049,1.324323,103.934893,16,YELLOWBOX,,N,BDK-007F
7176,650305-1,1.357865,103.748284,5,RACKS,HDB,Y,BKB-00FE
7177,150009-1,1.28903,103.808364,5,RACKS,HDB,Y,BKM-0171
7178,470766-4,1.33622,103.936483,5,RACKS,HDB,Y,BDK-0549
7179,530964-2,1.377095,103.877565,6,RACKS,HDB,Y,HOG-0365
7180,526842-1,1.352013,103.937811,5,RACKS,HDB,Y,TPN-05BF
7181,822163-2,1.395946,103.913743,6,RACKS,HDB,Y,PGL-027A
7182,824128-2,1.392954,103.912077,6,RACKS,HDB,Y,PGL-045A
7183,670239-1,1.380056,103.771274,8,RACKS,HDB,Y,BPJ-0073
7184,821121-5,1.394043,103.908492,10,RACKS,HDB,Y,PGL-0129
7185,BUS STOP 63389,1.370641,103.882506,10,YELLOWBOX,,N,HOG-0037
7186,341114-1,1.335646,103.872484,12,RACKS,HDB,Y,TPY-0314
7187,BUS STOP 14139,1.268441,103.816219,8,YELLOWBOX,,N,BKM-0018
7188,560620-1,1.38238,103.839424,5,RACKS,HDB,Y,AMK-00DA
7189,460139-2,1.329383,103.935222,6,RACKS,HDB,Y,BDK-02D0
7190,CLEMENTI AVENUE 6 BLOCK 206_YB,1.321512,103.762438,16,YELLOWBOX,,Y,CMT-0038
7191,321022-1,1.32526,103.862498,8,RACKS,HDB,Y,KLG-011E
7192,730821-1,1.440836,103.790418,15,RACKS,HDB,Y,WLS-0436
7193,381014-1,1.315408,103.870474,16,RACKS,HDB,Y,KLG-002C
7194,560207-2,1.365793,103.842928,8,RACKS,HDB,Y,AMK-0437
7195,570442-1,1.359217,103.832225,8,RACKS,HDB,Y,BIS-01B7
7196,271023-1,1.308624,103.786292,58,RACKS,HDB,Y,QST-016C
7197,730701-3,1.441533,103.795826,4,RACKS,HDB,Y,WLS-015A
7198,WOODLANDS STREET 41 BLOCK 424_YB,1.427267,103.774774,10,YELLOWBOX,,Y,WLS-00B0
7199,821204-1,1.398797,103.902902,5,RACKS,HDB,Y,PGL-0172
7200,640553-1,1.353111,103.718879,8,RACKS,HDB,Y,JRW-0264
7201,BENDEMEER ROAD HEAVY VEHICLE PARK,1.313598,103.860929,12,RACKS,URA,N,KLG-0237
7202,100045-2,1.27253,103.809166,18,RACKS,HDB,Y,BKM-011E
7203,640925-1,1.340089,103.689429,6,RACKS,HDB,Y,JRW-037C
7204,822210-1,1.400002,103.899952,9,RACKS,HDB,Y,PGL-02AB
7205,320078-2,1.324813,103.855349,8,RACKS,HDB,Y,NOV-008E
7206,LORONG 5 TOA PAYOH BLOCK 50_YB,1.337437,103.852298,16,YELLOWBOX,,Y,TPY-002A
7207,760778-1,1.422213,103.833769,5,RACKS,HDB,Y,YSH-0439
7208,SIGLAP PLAIN,1.317259,103.918282,10,YELLOWBOX,,N,BDK-00BC
7209,SERANGOON AVENUE 2 BLOCK 308_YB,1.35413,103.865999,6,YELLOWBOX,,Y,SRG-003A
7210,BUS STOP 22251,1.340679,103.702499,10,YELLOWBOX,,N,JRW-05A3
7211,510509-3,1.375702,103.94415,5,RACKS,HDB,Y,PSR-024B
7212,BUS STOP 43131,1.373352,103.77014,10,YELLOWBOX,,N,BPJ-02BC
7213,321078-1,1.324641,103.855412,42,RACKS,HDB,Y,NOV-0055
7214,BUS STOP 46381,1.429102,103.766788,10,YELLOWBOX,,N,SGK-0037
7215,460040-5,1.325843,103.926459,10,RACKS,HDB,Y,BDK-0040
7216,460526-4,1.33412,103.929499,14,RACKS,HDB,Y,BDK-03C7
7217,820188-1,1.398984,103.910502,6,RACKS,HDB,Y,PGL-00DB
7218,752590_2,1.45022,103.82724,4,RACKS,HDB,Y,SBW-01EA
7219,PUNGGOL PROMENADE NATURE WALK (TOILET BLOCK 1),1.393864,103.918514,10,RACKS,NPARKS,N,PGL-005E
7220,680008-2,1.380568,103.754868,12,RACKS,HDB,Y,CCK-0356
7221,730419-3,1.4285,103.774433,6,RACKS,HDB,Y,WLS-02FB
7222,510457-3,1.371818,103.959375,7,RACKS,HDB,Y,PSR-01EA
7223,642650-3,1.337934,103.696211,3,RACKS,HDB,Y,JRW-042D
7224,460087-1,1.332513,103.938527,3,RACKS,HDB,Y,BDK-0242
7225,522648_1,1.367548,103.940302,18,RACKS,HDB,Y,TPN-07AE
7226,520308-1,1.352878,103.956768,4,RACKS,HDB,Y,TPN-01D7
7227,532477-2,1.37875,103.903996,16,RACKS,HDB,Y,HOG-03B6
7228,530302-2,1.368388,103.894955,8,RACKS,HDB,Y,HOG-016E
7229,541203-1,1.386705,103.895879,4,RACKS,HDB,Y,SKG-0190
7230,510463-2,1.372686,103.958029,6,RACKS,HDB,Y,PSR-01F6
7231,100052-1,1.273883,103.811328,5,RACKS,HDB,Y,BKM-0123
7232,560560-2,1.370806,103.859635,6,RACKS,HDB,Y,AMK-02A8
7233,NORTH CARPARK,1.339777,103.723986,20,RACKS,NPARKS,N,JRE-027B
7234,670437-2,1.382557,103.769573,10,RACKS,HDB,Y,BPJ-0294
7235,650221-1,1.347361,103.754044,4,RACKS,HDB,N,BKB-0026
7236,410636-2,1.331164,103.904518,6,RACKS,HDB,Y,BDK-067E
7237,821211-1,1.401623,103.899915,4,RACKS,HDB,Y,PGL-017E
7238,791443-1,1.381568,103.769861,4,RACKS,HDB,Y,BPJ-029E
7239,BOON LAY DRIVE BLOCK 268C_YB,1.347136,103.708207,32,YELLOWBOX,,Y,JRW-0551
7240,653442-2,1.357011,103.737731,8,RACKS,HDB,Y,BKB-0202
7241,BUS STOP 21079,1.313516,103.722472,11,YELLOWBOX,,N,JRE-0055
7242,CASHEW ROAD BLOCK 140_YB,1.375643,103.769057,15,YELLOWBOX,,Y,BPJ-0177
7243,543164-1,1.389819,103.908029,22,RACKS,HDB,Y,SKG-0357
7244,TAMPINES STREET 82 BLOCK 852_YB,1.352569,103.936676,13,YELLOWBOX,,Y,TPN-0379
7245,600331-2,1.350987,103.730765,4,RACKS,HDB,Y,JRE-0204
7246,753109-1,1.448612,103.829169,14,RACKS,HDB,Y,SBW-029C
7247,321019-2,1.327696,103.859874,8,RACKS,HDB,Y,NOV-008D
7248,520806-3,1.345596,103.93672,10,RACKS,HDB,Y,TPN-0328
7249,BUS STOP 46641,1.435405,103.790078,10,YELLOWBOX,,N,WLS-0538
7250,640705-2,1.340647,103.694904,10,RACKS,HDB,Y,JRW-02AE
7251,409423-3,1.320014,103.903177,240,RACKS,HDB,N,GYL-02BE
7252,680621-1,1.399145,103.74714,12,RACKS,HDB,Y,CCK-0238
7253,521827-1,1.349781,103.932731,20,RACKS,HDB,Y,TPN-04BE
7254,471748-1,1.33646,103.920977,4,RACKS,HDB,Y,BDK-0587
7255,680625-1,1.398722,103.745729,18,RACKS,HDB,Y,CCK-0047
7256,540244-2,1.393377,103.898817,3,RACKS,HDB,Y,SKG-0152
7257,BUS STOP 28291,1.344321,103.736283,10,YELLOWBOX,,N,
7258,BUS STOP 58101,1.446846,103.822747,10,YELLOWBOX,,N,SBW-0251
7259,791438-8,1.39266,103.877834,10,RACKS,HDB,Y,SKG-04E0
7260,681674-2,1.401689,103.746603,2,RACKS,HDB,Y,CCK-0294
7261,520263-3,1.353312,103.951084,13,RACKS,HDB,Y,TPN-0191
7262,590007-2,1.337405,103.774734,6,RACKS,HDB,Y,BKT-0064
7263,460036-1,1.321689,103.938778,6,RACKS,HDB,Y,BDK-01AF
7264,760113-4,1.434421,103.828712,10,RACKS,HDB,Y,YSH-0069
7265,CHAI CHEE AVENUE BLOCK 35_YB,1.324718,103.926569,6,YELLOWBOX,,Y,BDK-003C
7266,760436-2,1.421424,103.84633,5,RACKS,HDB,Y,YSH-033C
7267,760860-2,1.417793,103.839862,8,RACKS,HDB,Y,YSH-04AC
7268,520149-2,1.345912,103.955823,9,RACKS,HDB,Y,TPN-00D0
7269,GEYLANG PCN (LORONG 40),1.313492,103.889162,5,RACKS,NPARKS,N,GYL-00D4
7270,ANG MO KIO AVENUE 10 BLOCK 552_B_YB,1.372197,103.856799,16,YELLOWBOX,,Y,AMK-03BB
7271,TEMASEK POLY BLK 2_A,1.345419,103.934496,11,RACKS,TEMASEK POLY,N,TPN-0695
7272,642649-2,1.338233,103.698232,8,RACKS,HDB,Y,JRW-042B
7273,650211-2,1.34649,103.750565,6,RACKS,HDB,Y,BKB-00B1
7274,650248-1,1.350236,103.756389,5,RACKS,HDB,Y,BKB-00DA
7275,610324-1,1.336428,103.723671,5,RACKS,HDB,Y,JRW-00E1
7276,MARSILING DRIVE BLOCK 29_YB,1.442985,103.773286,16,YELLOWBOX,,Y,WLS-0275
7277,BUKIT MERAH VIEW BLOCK 129_B_YB,1.283534,103.824071,16,YELLOWBOX,,Y,BKM-0043
7278,680445-1,1.381633,103.736583,8,RACKS,HDB,Y,CCK-01CA
7279,JURONG EAST AVENUE 1 BLOCK 336_YB,1.350659,103.731206,10,YELLOWBOX,,Y,JRE-000B
7280,824618-1,1.401861,103.911544,7,RACKS,HDB,Y,PGL-04A6
7281,BUS STOP 46979,1.431366,103.790565,10,YELLOWBOX,,N,WLS-0543
7282,642988-1,1.336178,103.695796,4,RACKS,HDB,Y,JRW-0487
7283,YISHUN RING ROAD BLOCK 120_YB,1.434663,103.829215,14,YELLOWBOX,,Y,YSH-01C5
7284,640522-1,1.3464,103.716591,3,RACKS,HDB,Y,JRW-0233
7285,733780-3,1.449237,103.801597,6,RACKS,HDB,Y,WLS-0108
7286,753359-2,1.449374,103.814596,6,RACKS,HDB,Y,SBW-0204
7287,654289-1,1.344223,103.759156,6,RACKS,HDB,Y,BKB-0211
7288,530657-1,1.3738,103.881816,6,RACKS,HDB,Y,HOG-02C6
7289,EUNOS MRT B2,1.320017,103.903416,80,RACKS,MRT,N,GYL-02BD
7290,JELAPANG ROAD BLOCK 528_YB,1.385103,103.765547,8,YELLOWBOX,,Y,BPJ-0224
7291,820190-1,1.399385,103.90993,6,RACKS,HDB,Y,PGL-00DC
7292,BEDOK RESERVOIR PARK (TOILET B),1.341798,103.932533,26,RACKS,NPARKS,N,BDK-00C3
7293,760416-1,1.423894,103.845823,5,RACKS,HDB,Y,YSH-032D
7294,BUS STOP 20299,1.311016,103.758443,11,YELLOWBOX,,N,CMT-005C
7295,BUS STOP 12179,1.316791,103.776946,10,YELLOWBOX,,N,BKT-00A1
7296,792432-1,1.393928,103.877258,7,RACKS,HDB,Y,SKG-055D
7297,764432-2,1.419885,103.846517,8,RACKS,HDB,Y,YSH-0044
7298,651450-2,1.352911,103.74473,8,RACKS,HDB,Y,BKB-01B2
7299,140090-1,1.305142,103.799475,5,RACKS,HDB,N,QST-00D5
7300,560533-2,1.374186,103.852746,10,RACKS,HDB,Y,AMK-0281
7301,320099-2,1.320788,103.853704,10,RACKS,HDB,Y,NOV-0076
7302,RIVERVALE DRIVE BLOCK 135A,1.388337,103.905237,24,RACKS,HDB,N,SKG-008E
7303,650148-1,1.349349,103.744122,2,RACKS,HDB,Y,BKB-0088
7304,GEYLANG EAST AVENUE 1 BLOCK 133_YB,1.316295,103.885289,10,YELLOWBOX,,Y,GYL-01C6
7305,650339-1,1.3632,103.750518,5,RACKS,HDB,Y,BKB-0117
7306,791439-2,1.391933,103.877842,5,RACKS,HDB,Y,SKG-04E8
7307,BOON TIONG ROAD BLOCK 2C_YB,1.286797,103.832923,10,YELLOWBOX,,Y,BKM-02AC
7308,460182-3,1.327057,103.941676,4,RACKS,HDB,Y,BDK-02EF
7309,520946-1,1.351388,103.939987,4,RACKS,HDB,Y,TPN-042B
7310,530016-2,1.362839,103.891155,3,RACKS,HDB,Y,HOG-0103
7311,514526-3,1.368875,103.947324,5,RACKS,HDB,Y,PSR-038C
7312,510105-2,1.368399,103.957631,7,RACKS,HDB,Y,PSR-006F
7313,650112-1,1.348529,103.745565,7,RACKS,HDB,Y,BKB-006A
7314,JURONG WEST STREET 41 BLOCK 462_YB,1.350667,103.722207,10,YELLOWBOX,,Y,JRW-01DF
7315,760440-4,1.422374,103.8468,8,RACKS,HDB,Y,YSH-034E
7316,731189_3,1.437203,103.773706,6,RACKS,HDB,Y,WDL-0015
7317,381122-1,1.322506,103.882222,9,RACKS,HDB,Y,GYL-01D1
7318,TAMPINES STREET 44 BLOCK 480_YB,1.361815,103.953572,16,YELLOWBOX,,N,TPN-0649
7319,510583-3,1.375688,103.947261,8,RACKS,HDB,Y,PSR-02CA
7320,380041-5,1.317123,103.875538,7,RACKS,HDB,Y,GYL-0168
7321,530016-1,1.36291,103.891084,2,RACKS,HDB,Y,HOG-0102
7322,310037-2,1.334657,103.855753,12,RACKS,HDB,Y,TPY-00D1
7323,BUS STOP 17381,1.298967,103.766905,10,YELLOWBOX,,N,CMT-0004
7324,730802-2,1.440693,103.786486,6,RACKS,HDB,Y,WLS-0425
7325,530320-2,1.36641,103.898214,5,RACKS,HDB,Y,HOG-0187
7326,440027-3,1.303947,103.913405,8,RACKS,HDB,Y,MRP-000F
7327,120205-1,1.320957,103.762141,6,RACKS,HDB,Y,CMT-0055
7328,PETIR ROAD BLOCK 117_YB,1.377347,103.768024,13,YELLOWBOX,,Y,BPJ-0017
7329,670219-2,1.374451,103.77233,10,RACKS,HDB,Y,BPJ-028B
7330,760783-1,1.42181,103.832259,6,RACKS,HDB,Y,YSH-043E
7331,310153-1,1.333785,103.845549,6,RACKS,HDB,Y,TPY-0157
7332,823265-1,1.404943,103.898519,6,RACKS,HDB,Y,PGL-047B
7333,680203-1,1.381074,103.749372,17,RACKS,HDB,Y,CCK-016C
7334,530649-1,1.372279,103.880579,7,RACKS,HDB,Y,HOG-02BD
7335,793405-2,1.389205,103.873472,2,RACKS,HDB,Y,SKG-05B3
7336,610354-1,1.339152,103.720978,4,RACKS,HDB,Y,JRW-0119
7337,TAMPINES AVENUE 9/10 HEAVY VEHICLE PARK 3,1.362107,103.931244,26,RACKS,URA,N,TPN-068A
7338,520838-2,1.350757,103.935554,7,RACKS,HDB,Y,TPN-035D
7339,160022-2,1.288748,103.828807,2,RACKS,HDB,Y,BKM-01DA
7340,670408-2,1.381849,103.768344,5,RACKS,HDB,Y,BPJ-02B3
7341,EASTLINK (YB 1),1.335326,103.945696,13,YELLOWBOX,,N,TPN-06AD
7342,641664-1,1.339168,103.703234,5,RACKS,HDB,Y,JRW-03D4
